lon,lat,id,descr
-110.4247222,31.635,09471380,"UPPER BABOCOMARI RIVER NEAR HUACHUCA CITY, AZ."
-110.2263889,31.70027778,09471400,"BABOCOMARI RIVER NEAR TOMBSTONE, AZ."
-110.2011882,31.7509224,09471550,"SAN PEDRO RIVER NEAR TOMBSTONE, AZ"
-110.290073,32.126467,09471800,"SAN PEDRO RIVER NEAR BENSON, ARIZ."
-110.4884183,32.44618273,09472050,"SAN PEDRO R AT REDINGTON BRIDGE NR REDINGTON, AZ"
-110.5895264,31.35537817,09480000,"SANTA CRUZ RIVER NEAR LOCHIEL, AZ"
-110.851474,31.3445443,09480500,"SANTA CRUZ RIVER NEAR NOGALES, AZ."
-110.9316722,31.3432722,09481000,"NOGALES WASH AT NOGALES, AZ"
-111.0414792,31.61286778,09481740,"SANTA CRUZ RIVER AT TUBAC, AZ."
-110.9800905,31.8714728,09482000,"SANTA CRUZ RIVER AT CONTINENTAL, AZ"
-110.9817589,32.22118727,09482500,"SANTA CRUZ RIVER AT TUCSON, AZ"
-110.8103674,32.3167422,09484000,"SABINO CREEK NEAR TUCSON, AZ."
-110.841199,32.26535338,09484500,"TANQUE VERDE CREEK AT TUCSON, AZ."
-110.57,31.86555556,09484550,"CIENEGA CREEK NEAR SONOITA, AZ."
-110.691193,31.86175124,09484580,"BARREL CANYON NEAR SONOITA, AZ"
-110.6775818,32.0359141,09484600,"PANTANO WASH NEAR VAIL, AZ."
-110.625914,32.12952258,09485000,"RINCON CREEK NEAR TUCSON, AZ."
-110.829531,32.2206319,09485450,"PANTANO WASH AT BROADWAY BLVD. AT TUCSON, AZ."
-110.9145354,32.2714643,09485700,"RILLITO CREEK AT DODGE BOULEVARD, AT TUCSON, AZ."
-111.0120406,32.30340807,09486055,"RILLITO CREEK AT LA CHOLLA BLVD NEAR TUCSON, AZ."
-111.0420429,32.33618529,09486350,"CANADA DEL ORO BLW INA ROAD, NEAR TUCSON, AZ."
-111.0945447,32.3511849,09486500,"SANTA CRUZ RIVER AT CORTARO, AZ"
-111.3076074,32.47145874,09486520,"SANTA CRUZ RIVER AT TRICO ROAD, NR MARANA, AZ."
-111.3323208,31.5723122,09486590,"ARIVACA CREEK NEAR ARIVACA, AZ."
-111.4042694,31.83897238,09486800,"ALTAR WASH NEAR THREE POINTS, AZ."
-111.3387156,32.07563364,09487000,"BRAWLEY WASH NEAR THREE POINTS, AZ."
-113.541306,32.8822686,09520280,"GILA RIVER NEAR DATELAND, AZ"
-114.4205019,32.7608789,09520500,"GILA RIVER NEAR DOME, AZ"
-114.455781,32.87615405,09522500,"GILA GRAVITY MAIN CANAL AT IMPERIAL DAM, AZ-CA"
-114.4952265,32.8031001,09522600,"NORTH GILA MAIN CANAL NEAR YUMA, AZ"
-114.4935597,32.75254574,09522650,"NORTH GILA MAIN CANAL NO. 2 NEAR YUMA, AZ"
-114.4788889,32.745,09522660,"GILA MONSTER FARMS TURNOUT NO. 1 NEAR YUMA, AZ"
-114.4616667,32.74388889,09522680,"GILA MONSTER FARMS TURNOUT NO. 2 NEAR YUMA, AZ."
-114.4338356,32.7422683,09522700,"WELLTON-MOHAWK MAIN CANAL NEAR YUMA, AZ"
-114.4391135,32.7383795,09522710,"YUMA IRRIGATION DISTRICT 15.4 LATERAL"
-114.4273353,32.72115785,09522720,"YUMA IRRIGATION DISTRICT 16.4 N. LATERAL"
-114.4272519,32.7207134,09522730,"YUMA IRRIGATION DISTRICT 16.4 S. LATERAL"
-114.4386134,32.7166302,09522740,"YUMA IRRIGATION DISTRICT 17.4 LATERAL"
-114.4476136,32.70715829,09522750,"YUMA IRRIGATION DISTRICT 18.2 LATERAL"
-114.4477247,32.70338063,09522760,"YUMA IRRIGATION DISTRICT 18.4 LATERAL"
-114.4488358,32.69949187,09522770,"YUMA IRRIGATION DIST 18.7 LATERAL"
-114.4760589,32.6903255,09522800,"SOUTH GILA MAIN CANAL NEAR YUMA, AZ"
-114.47,32.68305556,09522850,"ACRE-FEET,MONTHLY, GILA GRAVITY CANAL AT P.P.,AZ"
-114.5822222,32.64888889,09522880,"MCAS DIVERSION OF B CANAL NR YUMA, AZ"
-114.6218965,32.61782827,09522900,"UNIT B CANAL NEAR YUMA, AZ"
-114.6199524,32.73032465,09525500,"YUMA MAIN CANAL BL COLO R SIPHON AT YUMA, AZ"
-114.6172222,32.72638889,09526000,"DIV. FROM YUMA MAIN CANAL FOR YUMA MUNICIPAL"
-114.7616667,32.61833333,09528200,"COCOPAH DIVERSION"
-114.5246718,32.75865679,09528800,"LEVEE CANAL WASTEWAY NEAR YUMA, AZ"
-114.5224495,32.75893456,09529000,"GILA DRAIN NO. 1 NEAR YUMA, AZ"
-114.5055044,32.726991,09529150,"NORTH GILA MAIN CANAL WASTEWAY NEAR YUMA, AZ"
-114.5335608,32.7153248,09529250,"BRUCE CHURCH WASTEWAY NEAR YUMA, AZ"
-114.4368912,32.74254606,09529300,"WELLTON-MOHAWK MAIN OUTLET DRAIN NR YUMA, AZ"
-114.58134,32.693659,09529420,"SOUTH GILA TERMINAL CANAL WASTEWAY NR YUMA, AZ"
-114.6652778,32.72944444,09530100,"CITY OF YUMA INFLOW TO SEWAGE TREATMENT PLANT"
-109.3488889,32.02277778,09536345,"BONITA CANYON NEAR CHIRICAHUA NATIONAL MONUMENT"
-109.5089559,31.5900961,09537200,"LESLIE CREEK NEAR MCNEAL, AZ."
-109.5850677,31.35232457,09537500,"WHITEWATER DRAW NEAR DOUGLAS, AZ."
-110.291075,32.144925,320844110172701,"D-15-20 10BDC1"
-111.2589945,32.4834032,322900111153000,"FISH CREEK NEAR GLOBE, AZ"
-114.5118999,33.7319659,09429000,"PALO VERDE CANAL NEAR BLYTHE, CA"
-114.4980105,33.71946626,09429100,"COLORADO RIVER BELOW PALO VERDE DAM, AZ-CA"
-114.5463436,33.57474765,09429155,"PVID F-CANAL SPILL NEAR BLYTHE, CA."
-114.6035666,33.4916942,09429180,"PVID D23 SPILL NEAR BLYTHE, CA."
-114.6732907,33.42780713,09429200,"PVID C CANAL SPILL NR BLYTHE, CA."
-114.4666147,32.8830983,09429500,"COLORADO RIVER BELOW IMPERIAL DAM, AZ-CA"
-114.5149494,32.8122666,09429600,"COLORADO RIVER BELOW LAGUNA DAM, AZ-CA"
-114.6327306,32.73171354,09521100,"COLORADO R BLW YUMA MAIN CANAL WW AT YUMA, AZ"
-114.5146716,32.8180998,09523200,"RESERVATION MAIN CANAL NEAR YUMA, AZ"
-114.5418948,32.82448865,09523400,"TITSINK CANAL NR YUMA, AZ"
-114.5882852,32.80865585,09523600,"YAQUI CANAL NR YUMA, AZ"
-114.6146748,32.79365629,09523800,"PONTIAC CANAL NR YUMA, AZ"
-114.623008,32.7333801,09525000,"YUMA MAIN CANAL WASTEWAY AT YUMA, AZ"
-114.6555093,32.76837927,09526200,"YPSILANTI CANAL NEAR WINTERHAVEN, CA"
-114.9438889,32.71416667,09527590,"COACHELLA CANAL ABV ALL-AMERICAN CANAL DIV"
-115.4502627,33.0905961,09527594,"COACHELLA CANAL NEAR NILAND, CA"
-115.9186083,33.53808109,09527597,"COACHELLA CANAL NEAR DESERT BEACH, CA"
-114.968023,32.70532655,09527600,"ALL-AMERICAN CNL BLW DR0P 1 POWERPLANT NR CALEXICO"
-115.0481139,32.70425,09527700,"ALL-AMERICAN CANAL BELOW DROP 2 RESERVOIR OUTLET"
-114.621897,32.73726888,09530000,"RESERVATION MAIN DRAIN NO. 4 NEAR YUMA, AZ"
-114.6943992,32.74615776,09530500,"DRAIN 8-B NEAR WINTERHAVEN, CA"
-115.833887,33.19254216,10254005,"SALTON SEA NR WESTMORLAND CA"
-115.8433289,33.44697395,10254050,"SALT C NR MECCA"
-115.5969343,33.19892768,10254730,"ALAMO R NR NILAND CA"
-115.5030501,32.6658925,10254970,"NEW R AT INTERNATIONAL BOUNDARY AT CALEXICO CA"
-115.6644382,33.10476565,10255550,"NEW R NR WESTMORLAND CA"
-116.681127,33.8705722,10256500,"SNOW C NR WHITE WATER CA"
-116.6716824,33.86946114,10257500,"FALLS C NR WHITE WATER CA"
-116.6211256,33.8989045,10257548,"WHITEWATER R A WINDY POINT MAIN CHANNEL CA"
-116.6211256,33.8989045,10257549,"WHITEWATER R A WINDY POINT OVERFLOW CHANNEL CA"
-116.6280689,34.01112284,10257600,"MISSION C NR DESERT HOT SPRINGS CA"
-116.6052929,33.8441843,10257720,"CHINO CYN C BL TRAMWAY NR PALM SPRINGS CA"
-116.5591816,33.80501929,10258000,"TAHQUITZ C NR PALM SPRINGS CA"
-116.5355709,33.74502178,10258500,"PALM CYN C NR PALM SPRINGS CA"
-116.5500155,33.7600211,10259000,"ANDREAS C NR PALM SPRINGS CA"
-116.481958,33.79724196,10259050,"PALM CYN WASH NR CATHEDRAL CITY CA"
-116.4227903,33.749466,10259100,"WHITEWATER R A RANCHO MIRAGE CA"
-116.3922342,33.63113647,10259200,"DEEP C NR PALM DESERT CA"
-116.236118,33.7372434,10259300,"WHITEWATER R A INDIO CA"
-117.8395072,34.42083115,10263500,"BIG ROCK C NR VALYERMO CA"
-116.525572,32.591172,11012500,"CAMPO C NR CAMPO CA"
-116.8841893,32.6375566,11014000,"JAMUL C NR JAMUL CA"
-116.9286344,32.6092234,11014550,"LOWER OTAY LAKE NR CHULA VISTA CA"
-116.6230747,32.8347737,11015000,"SWEETWATER R NR DESCANSO CA"
-116.8502778,32.77416667,11016200,"SWEETWATER R A DEHESA CA"
-116.8091903,32.88227229,11020600,"EL CAPITAN RES NR LAKESIDE CA"
-116.928083,32.91338116,11022100,"SAN VICENTE RES NR LAKESIDE CA"
-116.9003035,32.83616156,11022200,"LOS COCHES C NR LAKESIDE CA"
-117.0258627,32.84032675,11022480,"SAN DIEGO R A MAST RD NR SANTEE CA"
-117.1686449,32.76504998,11023000,"SAN DIEGO R A FASHION VALLEY AT SAN DIEGO CA"
-117.1216999,32.9431013,11023340,"LOS PENASQUITOS C NR POWAY CA"
-116.866137,33.1069866,11025500,"SANTA YSABEL C NR RAMONA CA"
-116.9530841,33.1158743,11027000,"GUEJITO C NR SAN PASQUAL CA"
-116.9455844,33.0522655,11028500,"SANTA MARIA C NR RAMONA CA"
-117.3603162,33.21809119,11042000,"SAN LUIS REY R A OCEANSIDE CA"
-116.9236357,33.45919759,11042400,"TEMECULA C NR AGUANGA CA"
-116.976692,33.49558538,11042510,"VAIL LK NR TEMECULA CA"
-117.1238889,33.46416667,11042631,"PECHANGA C NR TEMECULA CA"
-117.2314239,33.55558075,11042700,"MURRIETA C NR MURRIETA CA"
-117.1769771,33.53224867,11042800,"WARM SPRINGS C NR MURRIETA CA"
-117.1647544,33.52447127,11042900,"SANTA GERTRUDIS C NR TEMECULA CA"
-117.1439203,33.47975066,11043000,"MURRIETA C A TEMECULA CA"
-117.1422536,33.4739175,11044000,"SANTA MARGARITA R NR TEMECULA CA"
-117.200867,33.40753006,11044250,"RAINBOW C NR FALLBROOK CA"
-117.2411462,33.41364059,11044300,"SANTA MARGARITA R A FPUD SUMP NR FALLBROOK CA"
-117.249202,33.42447348,11044350,"SANDIA C NR FALLBROOK CA"
-117.3217044,33.4197511,11044800,"DE LUZ C NR DE LUZ CA"
-117.3178152,33.34697584,11045300,"FALLBROOK C NR FALLBROOK CA"
-117.3255931,33.3250321,11045600,"ONEILL LAKE OUTLET CH NR FALLBROOK CA"
-117.3272599,33.32892087,11045700,"ONEILL LK SPILL CH NR FALLBROOK CA"
-117.3472604,33.3111436,11046000,"SANTA MARGARITA R A YSIDORA CA"
-117.4083729,33.2355904,11046050,"SANTA MARGARITA R A MO NR OCEANSIDE CA"
-117.4378185,33.31864303,11046090,"LAS FLORES C A LAS PULGAS CYN NR OCEANSIDE CA"
-117.4567077,33.29225499,11046100,"LAS FLORES C NR OCEANSIDE CA"
-117.4730986,33.47085987,11046300,"SAN MATEO C NR SAN CLEMENTE CA"
-117.5703242,33.42641717,11046360,"CRISTIANITOS C AB SAN MATEO C NR SAN CLEMENTE CA"
-117.6481058,33.5025264,11046530,"SAN JUAN C AT LA NOVIA ST BR AT SAN JUAN CAPIS CA"
-117.6658843,33.49835999,11047300,"ARROYO TRABUCO A SAN JUAN CAPISTRANO CA"
-117.7142187,33.67890959,11048200,"AGUA CHINON WASH NR IRVINE CA"
-117.7453307,33.68390946,11048400,"MARSHBURN CHANNEL NR IRVINE CA"
-117.8275553,33.65724307,11048553,"SAND CYN C A IRVINE CA"
-117.8611673,33.64502095,11048600,"BONITA C A IRVINE CA"
-117.4483806,33.96862566,11066460,"SANTA ANA R A MWD CROSSING CA"
-116.8339098,33.73807629,11069500,"SAN JACINTO R NR SAN JACINTO"
-116.9083333,33.7622222,11070070,"BAUTISTA C A MOUTH NR VALLE VISTA CA"
-116.973358,33.8214075,11070150,"SAN JACINTO R AB STATE STREET NR SAN JACINTO CA"
-117.135866,33.83974065,11070210,"SAN JACINTO R A RAMONA EXPRESSWAY NR LAKEVIEW CA"
-117.2061469,33.80113024,11070270,"PERRIS VALLEY STORM DR A NUEVO RD NR PERRIS CA"
-117.231703,33.74613114,11070365,"SAN JACINTO R NR SUN CITY CA"
-117.2055903,33.6941882,11070465,"SALT C A MURRIETA RD NR SUN CITY CA"
-117.293927,33.66418858,11070500,"SAN JACINTO R NR ELSINORE CA"
-117.5628274,33.8891821,11072100,"TEMESCAL C AB MAIN ST A CORONA CA"
-117.6453296,33.88334875,11074000,"SANTA ANA R BL PRADO DAM CA"
-117.8425584,33.91334748,11075720,"CARBON C BL CARBON CYN DAM CA"
-117.6450497,33.71279725,11075800,"SANTIAGO C A MODJESKA CA"
-117.8845014,33.7702946,11077500,"SANTIAGO C A SANTA ANA CA"
-117.9083906,33.75112815,11078000,"SANTA ANA R A SANTA ANA CA"
-117.9695092,34.11223019,11085000,"SAN GABRIEL R BL SANTA FE DAM NR BALDWIN PK CA"
-118.0381225,34.03417767,11087020,"SAN GABRIEL R AB WHITTIER NARROWS DAM CA"
-117.9264496,33.88779206,11088500,"BREA C BL BREA DAM NR FULLERTON CA"
-117.8861706,33.89584765,11089500,"FULLERTON C BL FULLERTON DAM NR BREA CA"
-118.466749,34.16167247,11092450,"LOS ANGELES R A SEPULVEDA DAM CA"
-118.38897,34.25361395,11097000,"BIG TUJUNGA C BL HANSEN DAM CA"
-118.1775727,34.22222629,11098000,"ARROYO SECO NR PASADENA CA"
-118.0717348,34.05834368,11101250,"RIO HONDO AB WHITTIER NARROWS DAM CA"
-118.0884018,34.0166788,11102300,"RIO HONDO BL WHITTIER NARROWS DAM CA"
-118.6841667,34.0433333,11105510,"MALIBU C A MALIBU CA"
-119.4865103,34.4013836,11119500,"CARPINTERIA C NR CARPINTERIA CA"
-119.7118027,34.44055266,11119745,"MISSION C A ROCKY NOOK PARK A SANTA BARBARA CA"
-119.7222222,34.42638889,11119750,"MISSION C NR MISSION ST NR SANTA BARBARA CA"
-119.80375,34.4449965,11119940,"MARIA YGNACIO C A UNIVERSITY DRIVE NR GOLETA CA"
-119.811805,34.4247189,11120000,"ATASCADERO C NR GOLETA CA"
-119.8090283,34.45916286,11120500,"SAN JOSE C NR GOLETA CA"
-119.507902,34.4922149,11121000,"SANTA YNEZ R A JAMESON LK NR MONTECITO CA"
-119.68708,34.5241613,11121900,"GIBRALTAR DAM DIV WEIR A GIBRALTAR DAM CA"
-119.6865245,34.52610567,11122000,"SANTA YNEZ R AB GIBRALTAR DAM NR SANTA BARBARA CA"
-119.6873579,34.52416133,11122010,"GIBRALTAR DAM RELEASE WEIR A GIBRALTAR DAM CA"
-119.6873579,34.5244391,11123000,"SANTA YNEZ R BL GIBRALTAR DAM NR SANTA BARBARA CA"
-119.8648627,34.54360358,11123500,"SANTA YNEZ R BL LOS LAURLS CYN NR SNTA YNEZ CA"
-119.9087519,34.5966563,11124500,"SANTA CRUZ C NR SANTA YNEZ CA"
-119.9826419,34.58221109,11125600,"HILTON CYN C NR SANTA YNEZ CA"
-119.9887532,34.5891552,11126000,"SANTA YNEZ R NR SANTA YNEZ CA"
-120.120703,34.61831975,11128250,"ALAMO PINTADO C NR SOLVANG CA"
-120.1301473,34.54887705,11128300,"ALISAL RES NR SOLVANG CA"
